PLOTID;QuadrantID;Landscape_type;Landscape_type_2;Plot_type;Plot_type_2;Landscape_Plot;BIN_Richness;RL_Richness;BIN_Coleoptera;BIN_Diptera;BIN_Hemiptera;BIN_Hymenoptera;BIN_Lepidoptera;BIN_Orthoptera;BIN_Rest;Visit;Date start;Date end;Day start;Day end;Day mean;Duration;Biomass;Biomass_per_day;Excluded;Average_temperature;Average_humidity;Long-Term Mean Annual Precipitation;Long-Term Mean Annual Average Near Surface Temperature;point_x;point_y;Elevation
6231_4_G;6231_4;Semi-natural;a;meadow;b;a_b;508;9;30;316;20;91;38;1;7;7;11.06.2019;25.06.2019;162;176;169;14;73,9;5,278571429;0;22,04951111;71,6848;718,3666667;9,578055556;3643907,001;5510022,221;290
6231_4_G;6231_4;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;12.07.2019;176;193;184,5;17;91,11;5,36;0;21,83197685;63,29673148;718,3666667;9,578055556;3643907,001;5510022,221;290
6231_4_G;6231_4;Semi-natural;a;meadow;b;a_b;474;14;15;308;16;68;41;12;4;9;12.07.2019;29.07.2019;193;210;201,5;17;66,53;3,91;0;22,65485417;71,05002315;718,3666667;9,578055556;3643907,001;5510022,221;290
6231_4_G;6231_4;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;13.08.2019;210;225;217,5;15;NA;NA;1;20,37829688;79,59934375;718,3666667;9,578055556;3643907,001;5510022,221;290
6234_2_A;6234_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;05.04.2019;25.04.2019;95;115;105;20;15,93;0,8;0;10,75624008;58,10242857;875,5666667;8,710833333;3674868,729;5520094,588;464
6234_2_A;6234_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;25.04.2019;13.05.2019;115;133;124;18;10,89;0,61;0;8,511682018;80,25650219;875,5666667;8,710833333;3674868,729;5520094,588;464
6234_2_A;6234_2;Semi-natural;a;arable field;c;a_c;414;10;30;260;12;73;27;1;7;5;13.05.2019;28.05.2019;133;148;140,5;15;32,07;2,138;0;12,34474219;78,88983594;875,5666667;8,710833333;3674868,729;5520094,588;464
6234_2_A;6234_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;12.06.2019;148;163;155,5;15;54,45;3,63;0;18,40434896;72,26859375;875,5666667;8,710833333;3674868,729;5520094,588;464
6234_2_A;6234_2;Semi-natural;a;arable field;c;a_c;362;17;27;185;13;54;59;16;3;7;12.06.2019;28.06.2019;163;179;171;16;125,1;7,82;0;22,02934804;67,35801716;875,5666667;8,710833333;3674868,729;5520094,588;464
6234_2_A;6234_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;28.06.2019;13.07.2019;179;194;186,5;15;75,23;5,02;0;19,27686979;59,6646901;875,5666667;8,710833333;3674868,729;5520094,588;464
6234_2_A;6234_2;Semi-natural;a;arable field;c;a_c;583;16;25;353;19;101;59;9;7;9;13.07.2019;26.07.2019;194;207;200,5;13;89,16;6,86;0;21,64883631;64,7530744;875,5666667;8,710833333;3674868,729;5520094,588;464
6234_2_A;6234_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;26.07.2019;12.08.2019;207;224;215,5;17;73,19;4,31;0;20,00180324;78,46863194;875,5666667;8,710833333;3674868,729;5520094,588;464
6234_2_F;6234_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;05.04.2019;25.04.2019;95;115;105;20;15,3;0,77;0;10,52772421;58,09642857;921,2;8,339166667;3678768,161;5516624,097;474
6234_2_F;6234_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;25.04.2019;13.05.2019;115;133;124;18;14,01;0,78;0;8,126296053;80,02033553;921,2;8,339166667;3678768,161;5516624,097;474
6234_2_F;6234_2;Semi-natural;a;forest;a;a_a;361;11;30;220;12;66;21;1;8;5;13.05.2019;28.05.2019;133;148;140,5;15;31,48;2,098666667;0;11,73254167;78,1933151;921,2;8,339166667;3678768,161;5516624,097;474
6234_2_F;6234_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;12.06.2019;148;163;155,5;15;54,6;3,64;0;17,30814323;71,87607292;921,2;8,339166667;3678768,161;5516624,097;474
6234_2_F;6234_2;Semi-natural;a;forest;a;a_a;528;22;41;275;14;99;72;7;10;7;12.06.2019;28.06.2019;163;179;171;16;92,4;5,78;0;20,65467892;69,14188971;921,2;8,339166667;3678768,161;5516624,097;474
6234_2_F;6234_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;28.06.2019;13.07.2019;179;194;186,5;15;113,07;7,54;0;18,2048151;60,89232813;921,2;8,339166667;3678768,161;5516624,097;474
6234_2_F;6234_2;Semi-natural;a;forest;a;a_a;541;22;35;254;26;128;73;7;6;9;13.07.2019;26.07.2019;194;207;200,5;13;62,51;4,81;0;20,70180357;65,41634821;921,2;8,339166667;3678768,161;5516624,097;474
6234_2_F;6234_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;26.07.2019;12.08.2019;207;224;215,5;17;60,93;3,58;0;19,25329861;78,41534722;921,2;8,339166667;3678768,161;5516624,097;474
6234_2_G;6234_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;05.04.2019;25.04.2019;95;115;105;20;15,99;0,8;0;10,1282123;71,00971825;941,8;8,420277778;3676054,213;5518433,816;450
6234_2_G;6234_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;25.04.2019;13.05.2019;115;133;124;18;4,37;0,24;0;8,126493421;80,79697588;941,8;8,420277778;3676054,213;5518433,816;450
6234_2_G;6234_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;13.05.2019;28.05.2019;133;148;140,5;15;NA;NA;1;11,8093724;79,87189323;941,8;8,420277778;3676054,213;5518433,816;450
6234_2_G;6234_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;12.06.2019;148;163;155,5;15;71,2;4,75;0;17,40910156;73,8018099;941,8;8,420277778;3676054,213;5518433,816;450
6234_2_G;6234_2;Semi-natural;a;meadow;b;a_b;333;8;23;192;11;49;32;12;7;7;12.06.2019;28.06.2019;163;179;171;16;99,4;6,21;0;20,69506373;70,78708333;941,8;8,420277778;3676054,213;5518433,816;450
6234_2_G;6234_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;28.06.2019;13.07.2019;179;194;186,5;15;68,23;4,55;0;18,13789063;62,99260156;941,8;8,420277778;3676054,213;5518433,816;450
6234_2_G;6234_2;Semi-natural;a;meadow;b;a_b;351;10;17;191;21;64;35;7;7;9;13.07.2019;26.07.2019;194;207;200,5;13;59,45;4,57;0;20,82708631;67,69853274;941,8;8,420277778;3676054,213;5518433,816;450
6234_2_G;6234_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;26.07.2019;12.08.2019;207;224;215,5;17;38,5;2,26;0;19,36033565;79,32468981;941,8;8,420277778;3676054,213;5518433,816;450
6327_2_A;6327_2;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;18.04.2019;01.05.2019;108;121;114,5;13;4,6;0,35;0;14,17569643;58,80528571;624,8333333;9,739166667;3591981,998;5506930,653;277
6327_2_A;6327_2;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;01.05.2019;16.05.2019;121;136;128,5;15;2,53;0,17;0;9,434875;73,8416849;624,8333333;9,739166667;3591981,998;5506930,653;277
6327_2_A;6327_2;Agricultural;b;arable field;c;b_c;223;6;14;138;2;51;11;0;4;5;16.05.2019;30.05.2019;136;150;143;14;22,42;1,601428571;0;14,30907778;78,69334444;624,8333333;9,739166667;3591981,998;5506930,653;277
6327_2_A;6327_2;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;30.05.2019;16.06.2019;150;167;158,5;17;36,79;2,16;0;19,66455787;71,19965741;624,8333333;9,739166667;3591981,998;5506930,653;277
6327_2_A;6327_2;Agricultural;b;arable field;c;b_c;311;10;23;167;13;62;34;4;6;7;16.06.2019;29.06.2019;167;180;173,5;13;70,2;5,4;0;23,13403571;66,409375;624,8333333;9,739166667;3591981,998;5506930,653;277
6327_2_A;6327_2;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;29.06.2019;16.07.2019;180;197;188,5;17;57,69;3,39;0;19,4813588;63,61775463;624,8333333;9,739166667;3591981,998;5506930,653;277
6327_2_A;6327_2;Agricultural;b;arable field;c;b_c;258;5;18;136;13;42;34;10;3;9;16.07.2019;02.08.2019;197;214;205,5;17;45,02;2,65;0;23,02522454;64,03545602;624,8333333;9,739166667;3591981,998;5506930,653;277
6327_2_A;6327_2;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;02.08.2019;15.08.2019;214;227;220,5;13;NA;NA;1;19,694875;73,61160119;624,8333333;9,739166667;3591981,998;5506930,653;277
6327_2_G;6327_2;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;18.04.2019;01.05.2019;108;121;114,5;13;10,46;0,8;0;13,04666071;61,23115774;641,6666667;9,568611111;3595052,579;5506791,916;294
6327_2_G;6327_2;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;01.05.2019;16.05.2019;121;136;128,5;15;4,47;0,3;0;8,854598958;76,20181771;641,6666667;9,568611111;3595052,579;5506791,916;294
6327_2_G;6327_2;Agricultural;b;meadow;b;b_b;276;7;11;173;11;50;24;0;5;5;16.05.2019;30.05.2019;136;150;143;14;19,77;1,412142857;0;13,61661667;81,04924167;641,6666667;9,568611111;3595052,579;5506791,916;294
6327_2_G;6327_2;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;30.05.2019;16.06.2019;150;167;158,5;17;52,14;3,07;0;18,59672222;75,28922454;641,6666667;9,568611111;3595052,579;5506791,916;294
6327_2_G;6327_2;Agricultural;b;meadow;b;b_b;304;7;13;170;9;56;40;8;3;7;16.06.2019;29.06.2019;167;180;173,5;13;108,2;8,32;0;22,30646131;69,01735119;641,6666667;9,568611111;3595052,579;5506791,916;294
6327_2_G;6327_2;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;29.06.2019;16.07.2019;180;197;188,5;17;97,89;5,76;0;18,87587269;65,31007639;641,6666667;9,568611111;3595052,579;5506791,916;294
6327_2_G;6327_2;Agricultural;b;meadow;b;b_b;430;13;19;222;21;97;50;10;4;9;16.07.2019;02.08.2019;197;214;205,5;17;79,87;4,7;0;22,14074074;66,68416667;641,6666667;9,568611111;3595052,579;5506791,916;294
6327_2_G;6327_2;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;02.08.2019;15.08.2019;214;227;220,5;13;46,62;3,59;0;18,85658631;77,35112798;641,6666667;9,568611111;3595052,579;5506791,916;294
6327_2_U;6327_2;Agricultural;b;settlement;d;b_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;18.04.2019;01.05.2019;108;121;114,5;13;44,38;3,41;0;13,39114881;63,56060714;615,5;9,763611111;3592503,351;5504251,251;263
6327_2_U;6327_2;Agricultural;b;settlement;d;b_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;01.05.2019;16.05.2019;121;136;128,5;15;19,02;1,27;0;9,60159375;75,4956875;615,5;9,763611111;3592503,351;5504251,251;263
6327_2_U;6327_2;Agricultural;b;settlement;d;b_d;292;13;20;168;11;67;13;0;9;5;16.05.2019;30.05.2019;136;150;143;14;32,98;2,355714286;0;14,18668611;80,51663611;615,5;9,763611111;3592503,351;5504251,251;263
6327_2_U;6327_2;Agricultural;b;settlement;d;b_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;30.05.2019;16.06.2019;150;167;158,5;17;52,96;3,12;0;18,80416204;76,12295139;615,5;9,763611111;3592503,351;5504251,251;263
6327_2_U;6327_2;Agricultural;b;settlement;d;b_d;494;14;20;283;13;116;38;7;8;7;16.06.2019;29.06.2019;167;180;173,5;13;62,2;4,78;0;21,77969643;73,9874256;615,5;9,763611111;3592503,351;5504251,251;263
6327_2_U;6327_2;Agricultural;b;settlement;d;b_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;29.06.2019;16.07.2019;180;197;188,5;17;53,76;3,16;0;18,60921296;69,61285185;615,5;9,763611111;3592503,351;5504251,251;263
6327_2_U;6327_2;Agricultural;b;settlement;d;b_d;836;25;56;439;35;182;73;10;24;9;16.07.2019;02.08.2019;197;214;205,5;17;67,41;3,97;0;21,79736111;70,6411412;615,5;9,763611111;3592503,351;5504251,251;263
6327_2_U;6327_2;Agricultural;b;settlement;d;b_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;02.08.2019;15.08.2019;214;227;220,5;13;23,53;1,81;0;18,96530655;79,32962202;615,5;9,763611111;3592503,351;5504251,251;263
6532_3_A;6532_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;14.04.2019;29.04.2019;104;119;111,5;15;15,22;1,01;0;12,52148698;57,401875;646,9;9,428888889;3645199,299;5475604,428;331
6532_3_A;6532_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;14.05.2019;119;134;126,5;15;10,62;0,71;0;9,600992188;74,13284896;646,9;9,428888889;3645199,299;5475604,428;331
6532_3_A;6532_3;Urban;c;arable field;c;c_c;366;9;32;209;13;85;15;0;8;5;14.05.2019;28.05.2019;134;148;141;14;18,68;1,334285714;0;14,070275;75,34775278;646,9;9,428888889;3645199,299;5475604,428;331
6532_3_A;6532_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;11.06.2019;148;162;155;14;39,33;2,81;0;19,20071111;68,63543056;646,9;9,428888889;3645199,299;5475604,428;331
6532_3_A;6532_3;Urban;c;arable field;c;c_c;320;6;27;159;16;67;38;3;6;7;11.06.2019;25.06.2019;162;176;169;14;47;3,36;0;21,54885;72,00961944;646,9;9,428888889;3645199,299;5475604,428;331
6532_3_A;6532_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;12.07.2019;176;193;184,5;17;151,94;8,94;0;21,98225926;56,92171991;646,9;9,428888889;3645199,299;5475604,428;331
6532_3_A;6532_3;Urban;c;arable field;c;c_c;447;11;25;219;22;117;43;8;6;9;12.07.2019;29.07.2019;193;210;201,5;17;50,97;3;0;22,70249769;65,40813889;646,9;9,428888889;3645199,299;5475604,428;331
6532_3_A;6532_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;27,09;1,94;0;20,68450833;75,35749167;646,9;9,428888889;3645199,299;5475604,428;331
6532_3_F;6532_3;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;14.04.2019;29.04.2019;104;119;111,5;15;113,29;7,55;0;12,62694271;56,4907526;608,8333333;9,659166667;3647164,818;5477224,372;323
6532_3_F;6532_3;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;14.05.2019;119;134;126,5;15;60,68;4,05;0;9,477101563;76,59224479;608,8333333;9,659166667;3647164,818;5477224,372;323
6532_3_F;6532_3;Urban;c;forest;a;c_a;393;8;25;217;16;100;12;1;16;5;14.05.2019;28.05.2019;134;148;141;14;50,36;3,597142857;0;13,30280278;79,49038611;608,8333333;9,659166667;3647164,818;5477224,372;323
6532_3_F;6532_3;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;11.06.2019;148;162;155;14;59,75;4,27;0;18,16690278;72,55323056;608,8333333;9,659166667;3647164,818;5477224,372;323
6532_3_F;6532_3;Urban;c;forest;a;c_a;378;13;16;218;13;79;27;5;14;7;11.06.2019;25.06.2019;162;176;169;14;63,7;4,55;0;20,18176667;78,89201667;608,8333333;9,659166667;3647164,818;5477224,372;323
6532_3_F;6532_3;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;12.07.2019;176;193;184,5;17;127,71;7,51;0;21,2337662;59,03040972;608,8333333;9,659166667;3647164,818;5477224,372;323
6532_3_F;6532_3;Urban;c;forest;a;c_a;430;11;30;213;26;105;39;6;4;9;12.07.2019;29.07.2019;193;210;201,5;17;77,2;4,54;0;21,23592593;72,58386806;608,8333333;9,659166667;3647164,818;5477224,372;323
6532_3_F;6532_3;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;27,77;1,98;0;19,38495;83,98532222;608,8333333;9,659166667;3647164,818;5477224,372;323
6532_3_U;6532_3;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;14.04.2019;29.04.2019;104;119;111,5;15;11,14;0,74;0;13,72286719;52,7387474;616,7;9,5925;3648823,783;5477985,926;320
6532_3_U;6532_3;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;14.05.2019;119;134;126,5;15;13,03;0,87;0;10,01655208;74,23982813;616,7;9,5925;3648823,783;5477985,926;320
6532_3_U;6532_3;Urban;c;settlement;d;c_d;328;10;16;188;13;77;26;0;3;5;14.05.2019;28.05.2019;134;148;141;14;15,66;1,118571429;0;14,45102778;75,14461111;616,7;9,5925;3648823,783;5477985,926;320
6532_3_U;6532_3;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;11.06.2019;148;162;155;14;26,3;1,88;0;19,78240556;66,06336389;616,7;9,5925;3648823,783;5477985,926;320
6532_3_U;6532_3;Urban;c;settlement;d;c_d;372;10;18;188;19;75;63;1;2;7;11.06.2019;25.06.2019;162;176;169;14;73,4;5,24;0;22,15513611;69,90272778;616,7;9,5925;3648823,783;5477985,926;320
6532_3_U;6532_3;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;12.07.2019;176;193;184,5;17;129,45;7,61;0;22,99602546;51,54776157;616,7;9,5925;3648823,783;5477985,926;320
6532_3_U;6532_3;Urban;c;settlement;d;c_d;466;17;17;230;16;102;71;10;5;9;12.07.2019;29.07.2019;193;210;201,5;17;35,98;2,12;0;23,17363889;65,03623148;616,7;9,5925;3648823,783;5477985,926;320
6532_3_U;6532_3;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;47,39;3,39;0;21,09862778;77,00082222;616,7;9,5925;3648823,783;5477985,926;320
6533_4_F;6533_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;13.04.2019;29.04.2019;103;119;111;16;25,55;1,6;0;12,24261029;53,58594118;820,1666667;8,924444444;3668433,135;5477482,135;410
6533_4_F;6533_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;14.05.2019;119;134;126,5;15;16,04;1,07;0;8,556382813;74,65868229;820,1666667;8,924444444;3668433,135;5477482,135;410
6533_4_F;6533_4;Semi-natural;a;forest;a;a_a;303;6;14;195;2;67;14;0;7;5;14.05.2019;28.05.2019;134;148;141;14;23,88;1,705714286;0;12,71293056;76,258475;820,1666667;8,924444444;3668433,135;5477482,135;410
6533_4_F;6533_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;11.06.2019;148;162;155;14;26,19;1,87;2;NA;NA;820,1666667;8,924444444;3668433,135;5477482,135;410
6533_4_F;6533_4;Semi-natural;a;forest;a;a_a;457;25;21;236;11;114;50;7;10;7;11.06.2019;25.06.2019;162;176;169;14;88,1;6,29;0;20,93921944;68,77534167;820,1666667;8,924444444;3668433,135;5477482,135;410
6533_4_F;6533_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;12.07.2019;176;193;184,5;17;34,83;2,05;0;21,11267593;54,75421296;820,1666667;8,924444444;3668433,135;5477482,135;410
6533_4_F;6533_4;Semi-natural;a;forest;a;a_a;326;19;6;177;15;80;25;8;6;9;12.07.2019;29.07.2019;193;210;201,5;17;44,89;2,64;0;21,49890741;67,75296296;820,1666667;8,924444444;3668433,135;5477482,135;410
6533_4_F;6533_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;43,84;3,13;0;19,47401667;79,58238056;820,1666667;8,924444444;3668433,135;5477482,135;410
6533_4_G;6533_4;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;828,5666667;9,065;3665985,085;5480910,068;354
6533_4_G;6533_4;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;14.05.2019;119;134;126,5;15;21,36;1,42;0;9,012601563;77,49690104;828,5666667;9,065;3665985,085;5480910,068;354
6533_4_G;6533_4;Semi-natural;a;meadow;b;a_b;415;7;19;276;13;74;20;2;6;5;14.05.2019;28.05.2019;134;148;141;14;35,47;2,533571429;0;13,46309167;78,30976111;828,5666667;9,065;3665985,085;5480910,068;354
6533_4_G;6533_4;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;11.06.2019;148;162;155;14;52,04;3,72;2;NA;NA;828,5666667;9,065;3665985,085;5480910,068;354
6533_4_G;6533_4;Semi-natural;a;meadow;b;a_b;511;13;29;309;25;88;43;6;6;7;11.06.2019;25.06.2019;162;176;169;14;46,6;3,33;0;21,23830278;76,78275278;828,5666667;9,065;3665985,085;5480910,068;354
6533_4_G;6533_4;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;12.07.2019;176;193;184,5;17;102,53;6,03;0;20,33183333;70,32302778;828,5666667;9,065;3665985,085;5480910,068;354
6533_4_G;6533_4;Semi-natural;a;meadow;b;a_b;595;21;22;330;20;140;55;10;8;9;12.07.2019;29.07.2019;193;210;201,5;17;66,22;3,9;0;20,89275694;78,5616412;828,5666667;9,065;3665985,085;5480910,068;354
6533_4_G;6533_4;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;32,32;2,31;0;19,36241389;85,357475;828,5666667;9,065;3665985,085;5480910,068;354
6533_4_U;6533_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;13.04.2019;29.04.2019;103;119;111;16;10,95;0,68;0;12,2568848;56,07879902;814,6666667;8,936111111;3666850,564;5477502,228;393
6533_4_U;6533_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;14.05.2019;119;134;126,5;15;8,52;0,57;0;9,080278646;75,30288542;814,6666667;8,936111111;3666850,564;5477502,228;393
6533_4_U;6533_4;Semi-natural;a;settlement;d;a_d;320;3;20;211;10;68;7;0;1;5;14.05.2019;28.05.2019;134;148;141;14;15,52;1,108571429;0;13,23102222;77,52319167;814,6666667;8,936111111;3666850,564;5477502,228;393
6533_4_U;6533_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;11.06.2019;148;162;155;14;47,78;3,41;2;NA;NA;814,6666667;8,936111111;3666850,564;5477502,228;393
6533_4_U;6533_4;Semi-natural;a;settlement;d;a_d;482;9;31;313;28;78;21;1;5;7;11.06.2019;25.06.2019;162;176;169;14;62,9;4,49;0;21,05991389;71,93218611;814,6666667;8,936111111;3666850,564;5477502,228;393
6533_4_U;6533_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;12.07.2019;176;193;184,5;17;59,24;3,48;0;20,96194213;58,21458102;814,6666667;8,936111111;3666850,564;5477502,228;393
6533_4_U;6533_4;Semi-natural;a;settlement;d;a_d;431;13;13;252;11;110;32;4;4;9;12.07.2019;29.07.2019;193;210;201,5;17;46,41;2,73;0;21,35120602;70,76878472;814,6666667;8,936111111;3666850,564;5477502,228;393
6533_4_U;6533_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;24,8;1,77;0;19,69597222;81,678425;814,6666667;8,936111111;3666850,564;5477502,228;393
6836_3_A;6836_3;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;11.04.2019;02.05.2019;101;122;111,5;21;24,04;1,14;0;10,7577197;58,36905114;826,9666667;8,335833333;3698600,829;5447045,652;542
6836_3_A;6836_3;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;02.05.2019;15.05.2019;122;135;128,5;13;6,13;0,47;0;8,040651786;73,26357738;826,9666667;8,335833333;3698600,829;5447045,652;542
6836_3_A;6836_3;Agricultural;b;arable field;c;b_c;264;2;18;173;9;46;9;0;3;5;15.05.2019;27.05.2019;135;147;141;12;19,9;1,658333333;0;13,05279808;77,04369231;826,9666667;8,335833333;3698600,829;5447045,652;542
6836_3_A;6836_3;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;27.05.2019;13.06.2019;147;164;155,5;17;33,72;1,98;0;18,09632407;70,13190509;826,9666667;8,335833333;3698600,829;5447045,652;542
6836_3_A;6836_3;Agricultural;b;arable field;c;b_c;313;7;20;194;9;55;22;4;4;7;13.06.2019;26.06.2019;164;177;170,5;13;69,5;5,35;0;21,34147917;70,25788393;826,9666667;8,335833333;3698600,829;5447045,652;542
6836_3_A;6836_3;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;26.06.2019;12.07.2019;177;193;185;16;83,01;5,19;0;20,55817402;55,57630637;826,9666667;8,335833333;3698600,829;5447045,652;542
6836_3_A;6836_3;Agricultural;b;arable field;c;b_c;315;3;14;192;6;54;35;4;3;9;12.07.2019;29.07.2019;193;210;201,5;17;72,45;4,26;0;21,22553472;67,39463194;826,9666667;8,335833333;3698600,829;5447045,652;542
6836_3_A;6836_3;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;38,6;2,76;0;19,16699722;78,95622222;826,9666667;8,335833333;3698600,829;5447045,652;542
6836_3_F;6836_3;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;11.04.2019;02.05.2019;101;122;111,5;21;26;1,24;0;10,8437178;57,70456818;837,6666667;8,273611111;3698131,112;5448708,225;570
